,ppCode,Carpark Name,Total Lots,Lot Type,Parking System,WeekDay Rates,WeekDay Minimum,Saturday Rates,Saturday Minimum,Sunday & PH Rates,Sunday & PH Minimum,Start Time,End Time
569,J0055,JALAN SEH CHUAN OFF STREET,27,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
570,J0055,JALAN SEH CHUAN OFF STREET,27,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
571,J0056,JALAN SEH CHUAN/LORONG KILAT OFF STREET,7,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
572,J0056,JALAN SEH CHUAN/LORONG KILAT OFF STREET,9,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,19:00
573,J0057,JALAN DUSUN ,24,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
574,J0058,JALAN KEMAMAN ,16,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
575,J0059,JALAN RAJA UDANG ,16,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
576,J0060,JALAN RAMA RAMA ,10,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
577,J0062,JALAN AMPAS ,21,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
578,J0069,JOO AVENUE ,28,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
579,J0070,JALAN ANGGEREK ,21,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
580,J0075,JAGO CLOSE ,5,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
581,J0080,JALAN MASJID ,20,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
582,J0088,JOO SENG ROAD ,20,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
583,J0092,JALAN KURAS OFF STREET ,52,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
584,J0092,JALAN KURAS OFF STREET ,52,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
585,J0092,JALAN KURAS OFF STREET ,52,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
586,J0092,JALAN KURAS OFF STREET ,8,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
587,J0092,JALAN KURAS OFF STREET ,8,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
588,J0093,JOO KOON CRESCENT ,22,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
589,J0094,JALAN KURAS ,8,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
590,J0095,JALAN LEBAN SERVICE ROAD,25,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
591,J0097,JALAN KUBOR (VICTORIA ST/ROCHOR CANAL RD),30,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
592,J0098,JALAN MESIN ,8,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
593,J0099,JALAN BAHAR HEAVY VEHICLE PARK,8,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
594,J0099,JALAN BAHAR HEAVY VEHICLE PARK,8,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
595,J0099,JALAN BAHAR HEAVY VEHICLE PARK,8,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
596,J0099,JALAN BAHAR HEAVY VEHICLE PARK,359,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,19:00
597,J0100,JALAN PELEPAH OFF STREET,54,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
598,J0100,JALAN PELEPAH OFF STREET,54,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
599,J0100,JALAN PELEPAH OFF STREET,54,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
600,J0100,JALAN PELEPAH OFF STREET,8,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
601,J0100,JALAN PELEPAH OFF STREET,8,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
602,J0102,JOO CHIAT ROAD (CHANGI ROAD/EAST COAST ROAD),110,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
603,J0102,JOO CHIAT ROAD (CHANGI ROAD/EAST COAST ROAD),13,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
604,J0104,JOO CHIAT PLACE ,50,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
605,J0104,JOO CHIAT PLACE ,3,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
606,J0106,JOO CHIAT LANE ,10,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
607,J0109,JALAN UBI ,5,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
608,J0111,JALAN LAPANG ,6,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
609,J0112,JALAN GELENGGANG ,9,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
610,J0117,JALAN BESUT ,12,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
611,J0122,JALAN KAYU OFF STREET ,206,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
612,J0122,JALAN KAYU OFF STREET ,206,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
613,J0122,JALAN KAYU OFF STREET ,206,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
614,J0122,JALAN KAYU OFF STREET ,30,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
615,J0122,JALAN KAYU OFF STREET ,30,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
616,J0127,JALAN PENJARA ,14,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
617,J0127,JALAN PENJARA ,14,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
618,J0127,JALAN PENJARA ,14,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
619,J0128,JALAN KLEDEK OFF STREET,6,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
620,J0130,JOO CHIAT TERRACE (JOO CHIAT RD/TEMBELING RD),14,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
621,J0130,JOO CHIAT TERRACE (JOO CHIAT RD/TEMBELING RD),0,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
622,J0132,JALAN PENJARA OFF STREET,43,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
623,J0132,JALAN PENJARA OFF STREET,43,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
624,J0132,JALAN PENJARA OFF STREET,43,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
625,K0005,KANDAHAR STREET ,46,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
626,K0005,KANDAHAR STREET ,10,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
627,K0006,KAKI BUKIT ROAD 1 ,15,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,19:00
628,K0006,KAKI BUKIT ROAD 1 ,11,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,22:00
629,K0008,KEONG SAIK ROAD ,68,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
630,K0008,KEONG SAIK ROAD ,68,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
631,K0008,KEONG SAIK ROAD ,6,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
632,K0009,KERBAU ROAD ,11,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
633,K0010,KILLINEY ROAD ,27,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
634,K0010,KILLINEY ROAD ,27,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
635,K0011,KINTA ROAD ,8,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
636,K0013,KITCHENER ROAD ,12,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
637,K0022,KAKI BUKIT AVENUE 4 ,16,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
638,K0022,KAKI BUKIT AVENUE 4 ,16,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
639,K0022,KAKI BUKIT AVENUE 4 ,16,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
640,K0027,KAMPONG KAPOR ROAD ,34,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
641,K0027,KAMPONG KAPOR ROAD ,16,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.00,0 mins,08:30,22:00
642,K0032,KENSINGTON PARK ROAD OFF STREET,30,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
643,K0032,KENSINGTON PARK ROAD OFF STREET,25,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.00,0 mins,08:30,22:00
644,K0034,KUNG CHONG ROAD ,28,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
645,K0034,KUNG CHONG ROAD ,28,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
646,K0034,KUNG CHONG ROAD ,28,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
647,K0034,KUNG CHONG ROAD ,10,Motorcycle,Coupon,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
648,K0034,KUNG CHONG ROAD ,10,Motorcycle,Coupon,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
649,K0037,KING GEORGE'S AVENUE OFF STREET,22,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
650,K0037,KING GEORGE'S AVENUE OFF STREET,22,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
651,K0037,KING GEORGE'S AVENUE OFF STREET,22,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
652,K0037,KING GEORGE'S AVENUE OFF STREET,4,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
653,K0037,KING GEORGE'S AVENUE OFF STREET,4,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
654,K0039,KING GEORGE'S AVENUE/ HORNE ROAD OFF STREET,61,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,11:00
655,K0039,KING GEORGE'S AVENUE/ HORNE ROAD OFF STREET,61,Car,Electronic,$0.75,30 mins,$0.60,30 mins,$0.60,30 mins,11:00,17:00
656,K0039,KING GEORGE'S AVENUE/ HORNE ROAD OFF STREET,61,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:30
657,K0039,KING GEORGE'S AVENUE/ HORNE ROAD OFF STREET,61,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
658,K0039,KING GEORGE'S AVENUE/ HORNE ROAD OFF STREET,61,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
659,K0039,KING GEORGE'S AVENUE/ HORNE ROAD OFF STREET,13,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
660,K0039,KING GEORGE'S AVENUE/ HORNE ROAD OFF STREET,13,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
661,K0048,KALLANG ROAD/CRAWFORD STREET OFF STREET,201,Car,Electronic,$0.80,30 mins,$0.80,30 mins,$0.60,30 mins,07:00,11:00
662,K0048,KALLANG ROAD/CRAWFORD STREET OFF STREET,201,Car,Electronic,$1.00,30 mins,$0.80,30 mins,$0.60,30 mins,11:00,17:00
663,K0048,KALLANG ROAD/CRAWFORD STREET OFF STREET,201,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:30
664,K0048,KALLANG ROAD/CRAWFORD STREET OFF STREET,201,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
665,K0048,KALLANG ROAD/CRAWFORD STREET OFF STREET,201,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
666,K0048,KALLANG ROAD/CRAWFORD STREET OFF STREET,58,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
667,K0048,KALLANG ROAD/CRAWFORD STREET OFF STREET,58,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
668,K0049,KELANTAN ROAD ,72,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
669,K0049,KELANTAN ROAD ,5,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
670,K0051,KENSINGTON PARK ROAD SERVICE ROAD,30,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
671,K0051,KENSINGTON PARK ROAD SERVICE ROAD,5,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.00,0 mins,08:30,22:00
672,K0052,KALLANG SECTOR ,48,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
673,K0054,KALLANG WAY ,6,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
674,K0057,KALLANG AVENUE ,80,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
675,K0061,KALLANG BAHRU ,5,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
676,K0064,KOVAN ROAD ,46,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
677,K0065,KALLANG WAY 1 ,7,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
678,K0069,KELANTAN LANE ,21,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
679,K0069,KELANTAN LANE ,34,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
680,K0081,KIM CHUAN ROAD ,25,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
681,K0081,KIM CHUAN ROAD ,25,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
682,K0081,KIM CHUAN ROAD ,25,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
683,K0081,KIM CHUAN ROAD ,5,Motorcycle,Coupon,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
684,K0081,KIM CHUAN ROAD ,5,Motorcycle,Coupon,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
685,K0082,KAMPONG BUGIS OFF STREET,29,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
686,K0082,KAMPONG BUGIS OFF STREET,29,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
687,K0082,KAMPONG BUGIS OFF STREET,29,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
688,K0082,KAMPONG BUGIS OFF STREET,10,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
689,K0082,KAMPONG BUGIS OFF STREET,10,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
690,K0087,KIM KEAT CLOSE ,22,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
691,K0087,KIM KEAT CLOSE ,22,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
692,K0087,KIM KEAT CLOSE ,22,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
693,K0091,KAKI BUKIT ROAD 2 ,42,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
694,K0091,KAKI BUKIT ROAD 2 ,42,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
695,K0091,KAKI BUKIT ROAD 2 ,42,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
696,K0093,KAMPONG JAVA ROAD ,23,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
697,K0094,KELLOCK ROAD ,28,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
698,K0097,KAMPONG AMPAT ,14,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
699,K0099,KAMPONG EUNOS ,4,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
700,K0108,KEPPEL ROAD OFF STREET ,105,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,07:00,17:00
701,K0108,KEPPEL ROAD OFF STREET ,105,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
702,K0108,KEPPEL ROAD OFF STREET ,22,Motorcycle,Coupon,$0.65,900 mins,$0.65,900 mins,$0.65,900 mins,07:00,22:00
703,K0110,KALLANG WAY 2A ,17,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
704,K0111,KINTA ROAD OFF STREET ,122,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
705,K0111,KINTA ROAD OFF STREET ,122,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
706,K0111,KINTA ROAD OFF STREET ,122,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
707,K0111,KINTA ROAD OFF STREET ,11,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
708,K0111,KINTA ROAD OFF STREET ,11,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
709,K0113,KIM YAM ROAD ,28,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
710,K0113,KIM YAM ROAD ,0,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
711,K0114,KAMPONG BUGIS ,16,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
712,K0114,KAMPONG BUGIS ,3,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$0.00,0 mins,08:30,17:00
713,K0115,KAKI BUKIT PLACE ,14,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
714,K0115,KAKI BUKIT PLACE ,14,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
715,K0115,KAKI BUKIT PLACE ,14,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
716,K0120,KEMPAS ROAD ,26,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,07:00,22:30
717,K0120,KEMPAS ROAD ,26,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,22:30,07:00
718,K0120,KEMPAS ROAD ,26,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
719,K0120,KEMPAS ROAD ,17,Motorcycle,Coupon,$0.65,930 mins,$0.65,930 mins,$0.00,0 mins,07:00,22:30
720,K0120,KEMPAS ROAD ,17,Motorcycle,Coupon,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
721,K0121,KAMPONG KAPOR ROAD OFF STREET,57,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
722,K0121,KAMPONG KAPOR ROAD OFF STREET,57,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
723,K0121,KAMPONG KAPOR ROAD OFF STREET,57,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
724,K0121,KAMPONG KAPOR ROAD OFF STREET,12,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
725,K0121,KAMPONG KAPOR ROAD OFF STREET,12,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
726,L0002,LEMBU ROAD ,19,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
727,L0002,LEMBU ROAD ,3,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.00,0 mins,08:30,22:00
728,L0003,LIANG SEAH STREET ,45,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
729,L0003,LIANG SEAH STREET ,45,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
730,L0003,LIANG SEAH STREET ,15,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
731,L0004,LORONG 4 GEYLANG ,13,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
732,L0005,LLOYD ROAD ,14,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
733,L0005,LLOYD ROAD ,14,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
734,L0008,LORONG KILAT ,28,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
735,L0009,LORONG TELOK ,25,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
736,L0009,LORONG TELOK ,25,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
737,L0009,LORONG TELOK ,12,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
738,L0011,LINK ROAD ,23,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
739,L0013,LORONG 6 GEYLANG ,26,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
740,L0014,LORONG 7 GEYLANG ,12,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
741,L0015,LORONG 8 GEYLANG ,31,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
742,L0016,LORONG 9 GEYLANG ,11,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
743,L0018,LORONG 11 GEYLANG ,22,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
744,L0019,LORONG 12 GEYLANG ,19,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
745,L0020,LORONG 13 GEYLANG ,20,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
746,L0021,LORONG 14 GEYLANG ,44,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
747,L0022,LORONG 15 GEYLANG ,22,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
748,L0023,LORONG 16 GEYLANG ,12,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
749,L0024,LORONG 17 GEYLANG ,27,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
750,L0025,LORONG 18 GEYLANG ,8,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
751,L0026,LORONG 19 GEYLANG ,38,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
752,L0027,LORONG 20 GEYLANG ,8,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
753,L0028,LORONG 21 GEYLANG ,25,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
754,L0029,LOK YANG WAY ,122,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
755,L0030,LORONG BACHOK ,13,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
756,L0031,LORONG TAHAR ,2,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
757,L0032,LORONG 23 GEYLANG ,54,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
758,L0033,LORONG 24 GEYLANG ,20,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
759,L0034,LORONG 24A GEYLANG ,53,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
760,L0035,LORONG 25 GEYLANG ,36,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
761,L0036,LORONG 25A GEYLANG ,29,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
762,L0037,LORONG 26 GEYLANG ,12,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
